filepath,breed
stanford_dogs/n02091244-Ibizan_hound/n02091244_1265.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1371.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3800.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1396.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4948.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1238.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3735.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_966.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3240.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1488.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2198.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_497.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4177.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2038.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2115.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2838.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_156.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3278.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3383.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5517.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1635.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2542.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2512.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5238.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1496.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_873.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_150.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1252.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_283.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_485.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3425.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4221.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3939.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5638.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4986.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2207.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4015.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4879.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_147.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_327.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5400.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1182.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2625.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3921.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5818.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_110.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1938.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_486.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2695.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4669.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5637.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_175.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3075.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_716.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_86.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3161.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_595.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1037.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_756.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_465.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3005.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2747.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_596.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_289.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4644.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1030.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_226.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_645.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4885.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5895.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_589.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_443.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_879.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1076.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1438.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3707.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_142.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2062.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5774.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3373.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_440.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2323.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2742.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1948.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_387.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1045.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_784.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3369.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_6041.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_291.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4914.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2902.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4086.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3552.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_939.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2648.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2132.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1714.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2941.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4031.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1072.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_61.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2782.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3289.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2820.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2934.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1120.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3911.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_227.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2871.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5718.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3822.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2118.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_169.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3042.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1025.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_583.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_85.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3157.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3321.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_746.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5038.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4778.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3153.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_448.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2464.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4033.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_822.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5601.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1737.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5491.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3438.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2653.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1000.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_530.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_487.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5982.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_430.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2293.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1541.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4268.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_119.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1525.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_4861.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1917.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2993.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_25.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2050.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_3748.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_678.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_5571.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_2601.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1340.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_736.jpg,Ibizan hound
stanford_dogs/n02091244-Ibizan_hound/n02091244_1856.jpg,Ibizan hound
stanford_dogs/n02089973-English_foxhound/n02089973_1312.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_2093.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_3982.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_2.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_2404.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_1841.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_2905.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_255.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_3647.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_525.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_3933.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_1277.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_2150.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_3420.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_3156.jpg,English foxhound
stanford_dogs/n02089973-English_foxhound/n02089973_3119.jpg,English foxhound
